,school_district,Zip_code,Rank,State
37163,WAUNAKEE COMMUNITY SCHOOL DISTRICT,53562,180.0,Wisconsin
37166,MILTON SCHOOL DISTRICT,53563,156.0,Massachusetts
37168,BELMONT COMMUNITY SCHOOL DISTRICT,53565,15.0,Massachusetts
37175,ARGYLE SCHOOL DISTRICT,53566,370.0,Texas
37179,MONROE SCHOOL DISTRICT,53566,376.0,New Jersey
37184,ARGYLE SCHOOL DISTRICT,53570,370.0,Texas
37186,MONROE SCHOOL DISTRICT,53570,376.0,New Jersey
37202,MCFARLAND SCHOOL DISTRICT,53575,348.0,Wisconsin
37223,WESTON SCHOOL DISTRICT,53581,14.0,Massachusetts
37236,BELMONT COMMUNITY SCHOOL DISTRICT,53586,15.0,Massachusetts
37237,BENTON SCHOOL DISTRICT,53586,319.0,Wisconsin
37242,ARGYLE SCHOOL DISTRICT,53587,370.0,Texas
37250,MCFARLAND SCHOOL DISTRICT,53589,348.0,Wisconsin
37269,WAUNAKEE COMMUNITY SCHOOL DISTRICT,53597,180.0,Wisconsin
37277,WAUNAKEE COMMUNITY SCHOOL DISTRICT,53704,180.0,Wisconsin
37282,MCFARLAND SCHOOL DISTRICT,53711,348.0,Wisconsin
37287,MCFARLAND SCHOOL DISTRICT,53713,348.0,Wisconsin
37288,MONONA GROVE SCHOOL DISTRICT,53713,450.0,Wisconsin
37292,MONONA GROVE SCHOOL DISTRICT,53714,450.0,Wisconsin
37295,MONONA GROVE SCHOOL DISTRICT,53716,450.0,Wisconsin
37300,MCFARLAND SCHOOL DISTRICT,53718,348.0,Wisconsin
37301,MONONA GROVE SCHOOL DISTRICT,53718,450.0,Wisconsin
37310,BENTON SCHOOL DISTRICT,53803,319.0,Wisconsin
37324,BELMONT COMMUNITY SCHOOL DISTRICT,53807,15.0,Massachusetts
37325,BENTON SCHOOL DISTRICT,53807,319.0,Wisconsin
37337,BENTON SCHOOL DISTRICT,53811,319.0,Wisconsin
37352,BELMONT COMMUNITY SCHOOL DISTRICT,53818,15.0,Massachusetts
37391,RANDOLPH SCHOOL DISTRICT,53916,223.0,New Jersey
37405,RANDOLPH SCHOOL DISTRICT,53923,223.0,New Jersey
37411,WESTON SCHOOL DISTRICT,53924,14.0,Massachusetts
37431,WESTFIELD SCHOOL DISTRICT,53930,84.0,New Jersey
37438,RANDOLPH SCHOOL DISTRICT,53932,223.0,New Jersey
37441,RANDOLPH SCHOOL DISTRICT,53933,223.0,New Jersey
37451,WESTON SCHOOL DISTRICT,53937,14.0,Massachusetts
37455,WESTON SCHOOL DISTRICT,53941,14.0,Massachusetts
37460,WESTON SCHOOL DISTRICT,53943,14.0,Massachusetts
37467,PRINCETON SCHOOL DISTRICT,53946,17.0,New Jersey
37478,PRINCETON SCHOOL DISTRICT,53949,17.0,New Jersey
37479,WESTFIELD SCHOOL DISTRICT,53949,84.0,New Jersey
37490,WESTFIELD SCHOOL DISTRICT,53952,84.0,New Jersey
37508,RANDOLPH SCHOOL DISTRICT,53956,223.0,New Jersey
37512,WESTON SCHOOL DISTRICT,53959,14.0,Massachusetts
37529,WESTFIELD SCHOOL DISTRICT,53964,84.0,New Jersey
37542,CLAYTON SCHOOL DISTRICT,54001,162.0,Missouri
37555,CLAYTON SCHOOL DISTRICT,54004,162.0,Missouri
37901,MARSHFIELD SCHOOL DISTRICT,54410,192.0,Massachusetts
37913,MARSHFIELD SCHOOL DISTRICT,54412,192.0,Massachusetts
37931,MARSHFIELD SCHOOL DISTRICT,54420,192.0,Massachusetts
37971,MARSHFIELD SCHOOL DISTRICT,54436,192.0,Massachusetts
37983,MARSHFIELD SCHOOL DISTRICT,54441,192.0,Massachusetts
37999,MARSHFIELD SCHOOL DISTRICT,54449,192.0,Massachusetts
38048,MARSHFIELD SCHOOL DISTRICT,54466,192.0,Massachusetts
38079,MARSHFIELD SCHOOL DISTRICT,54484,192.0,Massachusetts
38213,ASHLAND SCHOOL DISTRICT,54546,296.0,Massachusetts
38244,ASHLAND SCHOOL DISTRICT,54559,296.0,Massachusetts
38355,WESTON SCHOOL DISTRICT,54634,14.0,Massachusetts
38672,ASHLAND SCHOOL DISTRICT,54806,296.0,Massachusetts
38756,ASHLAND SCHOOL DISTRICT,54847,296.0,Massachusetts
38774,ASHLAND SCHOOL DISTRICT,54855,296.0,Massachusetts
38776,ASHLAND SCHOOL DISTRICT,54856,296.0,Massachusetts
38783,ASHLAND SCHOOL DISTRICT,54861,296.0,Massachusetts
38825,CLAYTON SCHOOL DISTRICT,54889,162.0,Missouri
38879,PRINCETON SCHOOL DISTRICT,54923,17.0,New Jersey
38890,WESTFIELD SCHOOL DISTRICT,54930,84.0,New Jersey
38912,PRINCETON SCHOOL DISTRICT,54941,17.0,New Jersey
38918,WESTFIELD SCHOOL DISTRICT,54943,84.0,New Jersey
38951,PRINCETON SCHOOL DISTRICT,54960,17.0,New Jersey
38953,WESTFIELD SCHOOL DISTRICT,54960,84.0,New Jersey
38982,PRINCETON SCHOOL DISTRICT,54968,17.0,New Jersey
39009,WESTFIELD SCHOOL DISTRICT,54982,84.0,New Jersey
39026,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55001,482.0,Minnesota
39027,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55001,466.0,Minnesota
39028,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55003,466.0,Minnesota
39039,PRINCETON PUBLIC SCHOOL DISTRICT,55008,17.0,New Jersey
39044,RANDOLPH PUBLIC SCHOOL DISTRICT,55009,223.0,New Jersey
39048,CHISAGO LAKES SCHOOL DISTRICT,55012,491.0,Minnesota
39050,CHISAGO LAKES SCHOOL DISTRICT,55013,491.0,Minnesota
39053,CENTENNIAL PUBLIC SCHOOL DISTRICT,55014,440.0,Minnesota
39057,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55016,482.0,Minnesota
39061,PRINCETON PUBLIC SCHOOL DISTRICT,55017,17.0,New Jersey
39066,RANDOLPH PUBLIC SCHOOL DISTRICT,55018,223.0,New Jersey
39070,LAKEVILLE PUBLIC SCHOOL DISTRICT,55020,387.0,Minnesota
39071,NEW PRAGUE AREA SCHOOLS,55020,344.0,Minnesota
39079,LAKEVILLE PUBLIC SCHOOL DISTRICT,55024,387.0,Minnesota
39081,RANDOLPH PUBLIC SCHOOL DISTRICT,55024,223.0,New Jersey
39083,CHISAGO LAKES SCHOOL DISTRICT,55025,491.0,Minnesota
39090,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,55027,385.0,Minnesota
39099,RANDOLPH PUBLIC SCHOOL DISTRICT,55031,223.0,New Jersey
39107,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55033,482.0,Minnesota
39108,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55033,466.0,Minnesota
39114,CENTENNIAL PUBLIC SCHOOL DISTRICT,55038,440.0,Minnesota
39116,MAHTOMEDI PUBLIC SCHOOL DISTRICT,55038,203.0,Minnesota
39118,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55038,466.0,Minnesota
39127,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,55041,385.0,Minnesota
39128,MAHTOMEDI PUBLIC SCHOOL DISTRICT,55042,203.0,Minnesota
39130,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55042,466.0,Minnesota
39131,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55043,466.0,Minnesota
39133,LAKEVILLE PUBLIC SCHOOL DISTRICT,55044,387.0,Minnesota
39134,NEW PRAGUE AREA SCHOOLS,55044,344.0,Minnesota
39135,PRIOR LAKE-SAVAGE AREA SCHOOLS,55044,287.0,Minnesota
39137,CHISAGO LAKES SCHOOL DISTRICT,55045,491.0,Minnesota
39143,NEW PRAGUE AREA SCHOOLS,55046,344.0,Minnesota
39146,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55047,466.0,Minnesota
39164,LAKEVILLE PUBLIC SCHOOL DISTRICT,55054,387.0,Minnesota
39165,NEW PRAGUE AREA SCHOOLS,55054,344.0,Minnesota
39166,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55055,482.0,Minnesota
39167,CHISAGO LAKES SCHOOL DISTRICT,55056,491.0,Minnesota
39172,NEW PRAGUE AREA SCHOOLS,55057,344.0,Minnesota
39174,RANDOLPH PUBLIC SCHOOL DISTRICT,55057,223.0,New Jersey
39186,RANDOLPH PUBLIC SCHOOL DISTRICT,55065,223.0,New Jersey
39197,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55071,482.0,Minnesota
39200,CHISAGO LAKES SCHOOL DISTRICT,55073,491.0,Minnesota
39203,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55073,466.0,Minnesota
39204,CHISAGO LAKES SCHOOL DISTRICT,55074,491.0,Minnesota
39214,CHISAGO LAKES SCHOOL DISTRICT,55079,491.0,Minnesota
39222,MAHTOMEDI PUBLIC SCHOOL DISTRICT,55082,203.0,Minnesota
39223,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55082,466.0,Minnesota
39224,CHISAGO LAKES SCHOOL DISTRICT,55084,491.0,Minnesota
39229,LAKEVILLE PUBLIC SCHOOL DISTRICT,55088,387.0,Minnesota
39230,NEW PRAGUE AREA SCHOOLS,55088,344.0,Minnesota
39235,MAHTOMEDI PUBLIC SCHOOL DISTRICT,55090,203.0,Minnesota
39236,CHISAGO LAKES SCHOOL DISTRICT,55092,491.0,Minnesota
39252,CENTENNIAL PUBLIC SCHOOL DISTRICT,55110,440.0,Minnesota
39253,MAHTOMEDI PUBLIC SCHOOL DISTRICT,55110,203.0,Minnesota
39259,ST. ANTHONY-NEW BRIGHTON SCHOOLS,55112,286.0,Minnesota
39264,MAHTOMEDI PUBLIC SCHOOL DISTRICT,55115,203.0,Minnesota
39277,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55119,482.0,Minnesota
39292,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55125,482.0,Minnesota
39293,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55125,466.0,Minnesota
39294,CENTENNIAL PUBLIC SCHOOL DISTRICT,55126,440.0,Minnesota
39301,MAHTOMEDI PUBLIC SCHOOL DISTRICT,55128,203.0,Minnesota
39303,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,55129,482.0,Minnesota
39304,STILLWATER AREA PUBLIC SCHOOL DISTRICT,55129,466.0,Minnesota
39310,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,55301,408.0,Minnesota
39323,WAYZATA PUBLIC SCHOOL DISTRICT,55305,75.0,Minnesota
39325,LAKEVILLE PUBLIC SCHOOL DISTRICT,55306,387.0,Minnesota
39331,PRINCETON PUBLIC SCHOOL DISTRICT,55308,17.0,New Jersey
39337,PRINCETON PUBLIC SCHOOL DISTRICT,55309,17.0,New Jersey
39346,WAYZATA PUBLIC SCHOOL DISTRICT,55311,75.0,Minnesota
39351,DELANO PUBLIC SCHOOL DISTRICT,55313,345.0,Minnesota
39355,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,55313,408.0,Minnesota
39359,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55315,359.0,Minnesota
39360,WACONIA PUBLIC SCHOOL DISTRICT,55315,195.0,Minnesota
39362,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55317,359.0,Minnesota
39363,MINNETONKA PUBLIC SCHOOL DISTRICT,55317,106.0,Minnesota
39364,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55318,359.0,Minnesota
39365,MINNETONKA PUBLIC SCHOOL DISTRICT,55318,106.0,Minnesota
39366,WACONIA PUBLIC SCHOOL DISTRICT,55318,195.0,Minnesota
39369,PRINCETON PUBLIC SCHOOL DISTRICT,55319,17.0,New Jersey
39380,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55322,359.0,Minnesota
39382,WACONIA PUBLIC SCHOOL DISTRICT,55322,195.0,Minnesota
39392,DELANO PUBLIC SCHOOL DISTRICT,55328,345.0,Minnesota
39403,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,55330,408.0,Minnesota
39404,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55331,359.0,Minnesota
39405,MINNETONKA PUBLIC SCHOOL DISTRICT,55331,106.0,Minnesota
39406,WESTONKA PUBLIC SCHOOL DISTRICT,55331,237.0,Minnesota
39407,ORONO PUBLIC SCHOOL DISTRICT,55331,281.0,Minnesota
39408,WACONIA PUBLIC SCHOOL DISTRICT,55331,195.0,Minnesota
39434,DELANO PUBLIC SCHOOL DISTRICT,55340,345.0,Minnesota
39435,ORONO PUBLIC SCHOOL DISTRICT,55340,281.0,Minnesota
39438,WAYZATA PUBLIC SCHOOL DISTRICT,55340,75.0,Minnesota
39440,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,55341,408.0,Minnesota
39446,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,55344,264.0,Minnesota
39448,MINNETONKA PUBLIC SCHOOL DISTRICT,55345,106.0,Minnesota
39450,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55346,359.0,Minnesota
39451,MINNETONKA PUBLIC SCHOOL DISTRICT,55346,106.0,Minnesota
39452,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,55346,264.0,Minnesota
39455,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,55347,264.0,Minnesota
39468,NEW PRAGUE AREA SCHOOLS,55352,344.0,Minnesota
39469,PRIOR LAKE-SAVAGE AREA SCHOOLS,55352,287.0,Minnesota
39470,SHAKOPEE PUBLIC SCHOOL DISTRICT,55352,436.0,Minnesota
39481,ORONO PUBLIC SCHOOL DISTRICT,55356,281.0,Minnesota
39482,WAYZATA PUBLIC SCHOOL DISTRICT,55356,75.0,Minnesota
39484,DELANO PUBLIC SCHOOL DISTRICT,55357,345.0,Minnesota
39491,DELANO PUBLIC SCHOOL DISTRICT,55359,345.0,Minnesota
39492,WESTONKA PUBLIC SCHOOL DISTRICT,55359,237.0,Minnesota
39493,ORONO PUBLIC SCHOOL DISTRICT,55359,281.0,Minnesota
39497,WACONIA PUBLIC SCHOOL DISTRICT,55360,195.0,Minnesota
39502,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,55362,408.0,Minnesota
39505,DELANO PUBLIC SCHOOL DISTRICT,55363,345.0,Minnesota
39507,WESTONKA PUBLIC SCHOOL DISTRICT,55364,237.0,Minnesota
39508,ORONO PUBLIC SCHOOL DISTRICT,55364,281.0,Minnesota
39509,WACONIA PUBLIC SCHOOL DISTRICT,55364,195.0,Minnesota
39514,WACONIA PUBLIC SCHOOL DISTRICT,55367,195.0,Minnesota
39528,PRINCETON PUBLIC SCHOOL DISTRICT,55371,17.0,New Jersey
39530,LAKEVILLE PUBLIC SCHOOL DISTRICT,55372,387.0,Minnesota
39531,NEW PRAGUE AREA SCHOOLS,55372,344.0,Minnesota
39532,PRIOR LAKE-SAVAGE AREA SCHOOLS,55372,287.0,Minnesota
39533,SHAKOPEE PUBLIC SCHOOL DISTRICT,55372,436.0,Minnesota
39534,DELANO PUBLIC SCHOOL DISTRICT,55373,345.0,Minnesota
39540,WACONIA PUBLIC SCHOOL DISTRICT,55375,195.0,Minnesota
39544,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,55376,408.0,Minnesota
39547,PRIOR LAKE-SAVAGE AREA SCHOOLS,55378,287.0,Minnesota
39548,SHAKOPEE PUBLIC SCHOOL DISTRICT,55378,436.0,Minnesota
39551,PRIOR LAKE-SAVAGE AREA SCHOOLS,55379,287.0,Minnesota
39552,SHAKOPEE PUBLIC SCHOOL DISTRICT,55379,436.0,Minnesota
39562,WESTONKA PUBLIC SCHOOL DISTRICT,55384,237.0,Minnesota
39567,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55386,359.0,Minnesota
39568,WACONIA PUBLIC SCHOOL DISTRICT,55386,195.0,Minnesota
39569,EASTERN CARVER COUNTY PUBLIC SCHOOLS,55387,359.0,Minnesota
39570,WACONIA PUBLIC SCHOOL DISTRICT,55387,195.0,Minnesota
39572,DELANO PUBLIC SCHOOL DISTRICT,55388,345.0,Minnesota
39573,WACONIA PUBLIC SCHOOL DISTRICT,55388,195.0,Minnesota
39582,MINNETONKA PUBLIC SCHOOL DISTRICT,55391,106.0,Minnesota
39584,WESTONKA PUBLIC SCHOOL DISTRICT,55391,237.0,Minnesota
39585,ORONO PUBLIC SCHOOL DISTRICT,55391,281.0,Minnesota
39586,WAYZATA PUBLIC SCHOOL DISTRICT,55391,75.0,Minnesota
39595,WACONIA PUBLIC SCHOOL DISTRICT,55397,195.0,Minnesota
39599,PRINCETON PUBLIC SCHOOL DISTRICT,55398,17.0,New Jersey
39610,EDINA PUBLIC SCHOOL DISTRICT,55410,96.0,Minnesota
39620,EDINA PUBLIC SCHOOL DISTRICT,55416,96.0,Minnesota
39628,ST. ANTHONY-NEW BRIGHTON SCHOOLS,55418,286.0,Minnesota
39634,ST. ANTHONY-NEW BRIGHTON SCHOOLS,55421,286.0,Minnesota
39641,EDINA PUBLIC SCHOOL DISTRICT,55424,96.0,Minnesota
39668,EDINA PUBLIC SCHOOL DISTRICT,55435,96.0,Minnesota
39670,EDINA PUBLIC SCHOOL DISTRICT,55436,96.0,Minnesota
39674,EDINA PUBLIC SCHOOL DISTRICT,55437,96.0,Minnesota
39676,EDINA PUBLIC SCHOOL DISTRICT,55438,96.0,Minnesota
39677,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,55438,264.0,Minnesota
39679,EDINA PUBLIC SCHOOL DISTRICT,55439,96.0,Minnesota
39680,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,55439,264.0,Minnesota
39684,WAYZATA PUBLIC SCHOOL DISTRICT,55441,75.0,Minnesota
39695,WAYZATA PUBLIC SCHOOL DISTRICT,55446,75.0,Minnesota
39697,WAYZATA PUBLIC SCHOOL DISTRICT,55447,75.0,Minnesota
39701,CENTENNIAL PUBLIC SCHOOL DISTRICT,55449,440.0,Minnesota
39759,ESKO PUBLIC SCHOOL DISTRICT,55718,462.0,Minnesota
39768,ESKO PUBLIC SCHOOL DISTRICT,55720,462.0,Minnesota
39793,ESKO PUBLIC SCHOOL DISTRICT,55733,462.0,Minnesota
39922,ESKO PUBLIC SCHOOL DISTRICT,55810,462.0,Minnesota
39928,BYRON PUBLIC SCHOOL DISTRICT,55901,244.0,Minnesota
39930,ROCHESTER PUBLIC SCHOOL DISTRICT,55901,153.0,Michigan
39931,BYRON PUBLIC SCHOOL DISTRICT,55902,244.0,Minnesota
39932,ROCHESTER PUBLIC SCHOOL DISTRICT,55902,153.0,Michigan
39936,ROCHESTER PUBLIC SCHOOL DISTRICT,55904,153.0,Michigan
39938,ROCHESTER PUBLIC SCHOOL DISTRICT,55905,153.0,Michigan
39940,ROCHESTER PUBLIC SCHOOL DISTRICT,55906,153.0,Michigan
39965,BYRON PUBLIC SCHOOL DISTRICT,55920,244.0,Minnesota
39969,ROCHESTER PUBLIC SCHOOL DISTRICT,55920,153.0,Michigan
39972,HOUSTON PUBLIC SCHOOL DISTRICT,55921,362.0,Minnesota
39987,HOUSTON PUBLIC SCHOOL DISTRICT,55925,362.0,Minnesota
40005,ROCHESTER PUBLIC SCHOOL DISTRICT,55932,153.0,Michigan
40011,ROCHESTER PUBLIC SCHOOL DISTRICT,55934,153.0,Michigan
40027,HOUSTON PUBLIC SCHOOL DISTRICT,55941,362.0,Minnesota
40030,HOUSTON PUBLIC SCHOOL DISTRICT,55943,362.0,Minnesota
40035,BYRON PUBLIC SCHOOL DISTRICT,55944,244.0,Minnesota
40045,HOUSTON PUBLIC SCHOOL DISTRICT,55947,362.0,Minnesota
40066,BYRON PUBLIC SCHOOL DISTRICT,55955,244.0,Minnesota
40071,ROCHESTER PUBLIC SCHOOL DISTRICT,55956,153.0,Michigan
40072,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,55956,385.0,Minnesota
40075,ROCHESTER PUBLIC SCHOOL DISTRICT,55957,153.0,Michigan
40078,BYRON PUBLIC SCHOOL DISTRICT,55960,244.0,Minnesota
40080,ROCHESTER PUBLIC SCHOOL DISTRICT,55960,153.0,Michigan
40081,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,55960,385.0,Minnesota
40088,BYRON PUBLIC SCHOOL DISTRICT,55963,244.0,Minnesota
40092,ROCHESTER PUBLIC SCHOOL DISTRICT,55963,153.0,Michigan
40094,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,55963,385.0,Minnesota
40111,HOUSTON PUBLIC SCHOOL DISTRICT,55971,362.0,Minnesota
40122,HOUSTON PUBLIC SCHOOL DISTRICT,55974,362.0,Minnesota
40133,BYRON PUBLIC SCHOOL DISTRICT,55976,244.0,Minnesota
40136,ROCHESTER PUBLIC SCHOOL DISTRICT,55976,153.0,Michigan
40164,ROCHESTER PUBLIC SCHOOL DISTRICT,55991,153.0,Michigan
40165,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,55991,385.0,Minnesota
40168,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,55992,385.0,Minnesota
40193,NEW PRAGUE AREA SCHOOLS,56011,344.0,Minnesota
40207,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56019,285.0,Pennsylvania
40208,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56019,471.0,Pennsylvania
40298,NEW PRAGUE AREA SCHOOLS,56057,344.0,Minnesota
40325,NEW PRAGUE AREA SCHOOLS,56069,344.0,Minnesota
40329,NEW PRAGUE AREA SCHOOLS,56071,344.0,Minnesota
40359,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56083,285.0,Pennsylvania
40360,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56083,471.0,Pennsylvania
40366,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56085,285.0,Pennsylvania
40367,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56085,471.0,Pennsylvania
40373,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56087,285.0,Pennsylvania
40374,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56087,471.0,Pennsylvania
40661,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56224,285.0,Pennsylvania
40662,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56224,471.0,Pennsylvania
40773,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56266,285.0,Pennsylvania
40774,SPRINGFIELD PUBLIC SCHOOL DISTRICT,56266,471.0,Pennsylvania
40856,SARTELL-ST. STEPHEN SCHOOL DISTRICT,56303,421.0,Minnesota
40865,MELROSE PUBLIC SCHOOL DISTRICT,56307,233.0,Massachusetts
40883,MELROSE PUBLIC SCHOOL DISTRICT,56312,233.0,Massachusetts
40901,MELROSE PUBLIC SCHOOL DISTRICT,56318,233.0,Massachusetts
40938,MELROSE PUBLIC SCHOOL DISTRICT,56331,233.0,Massachusetts
40946,MELROSE PUBLIC SCHOOL DISTRICT,56335,233.0,Massachusetts
40948,MELROSE PUBLIC SCHOOL DISTRICT,56336,233.0,Massachusetts
40987,MELROSE PUBLIC SCHOOL DISTRICT,56352,233.0,Massachusetts
40991,PRINCETON PUBLIC SCHOOL DISTRICT,56353,17.0,New Jersey
40996,MELROSE PUBLIC SCHOOL DISTRICT,56356,233.0,Massachusetts
40999,PRINCETON PUBLIC SCHOOL DISTRICT,56357,17.0,New Jersey
41023,MELROSE PUBLIC SCHOOL DISTRICT,56362,233.0,Massachusetts
41036,SARTELL-ST. STEPHEN SCHOOL DISTRICT,56367,421.0,Minnesota
41051,SARTELL-ST. STEPHEN SCHOOL DISTRICT,56374,421.0,Minnesota
41054,SARTELL-ST. STEPHEN SCHOOL DISTRICT,56375,421.0,Minnesota
41057,SARTELL-ST. STEPHEN SCHOOL DISTRICT,56377,421.0,Minnesota
41062,MELROSE PUBLIC SCHOOL DISTRICT,56378,233.0,Massachusetts
42786,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58008,430.0,North Dakota
42806,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58018,430.0,North Dakota
42846,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58041,430.0,North Dakota
42881,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58053,430.0,North Dakota
42894,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58057,430.0,North Dakota
42897,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58058,430.0,North Dakota
42906,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58060,430.0,North Dakota
42910,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58061,430.0,North Dakota
42944,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58077,430.0,North Dakota
42950,WYNDMERE PUBLIC SCHOOL DISTRICT 42,58081,430.0,North Dakota
42979,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58212,294.0,North Dakota
42983,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58214,294.0,North Dakota
42987,CENTRAL VALLEY PUBLIC SCHOOL DISTRICT 3,58218,446.0,North Dakota
42988,CENTRAL VALLEY PUBLIC SCHOOL DISTRICT 3,58219,446.0,North Dakota
42997,CENTRAL VALLEY PUBLIC SCHOOL DISTRICT 3,58223,446.0,North Dakota
43015,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58228,294.0,North Dakota
43048,CENTRAL VALLEY PUBLIC SCHOOL DISTRICT 3,58240,446.0,North Dakota
43051,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58240,294.0,North Dakota
43074,CENTRAL VALLEY PUBLIC SCHOOL DISTRICT 3,58257,446.0,North Dakota
43102,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58267,294.0,North Dakota
43119,CENTRAL VALLEY PUBLIC SCHOOL DISTRICT 3,58275,446.0,North Dakota
43121,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58275,294.0,North Dakota
43129,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58277,294.0,North Dakota
43130,CENTRAL VALLEY PUBLIC SCHOOL DISTRICT 3,58278,446.0,North Dakota
43133,NORTHWOOD PUBLIC SCHOOL DISTRICT 129,58278,294.0,North Dakota
43788,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58711,412.0,North Dakota
43815,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58725,412.0,North Dakota
43828,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58734,412.0,North Dakota
43850,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58746,412.0,North Dakota
43857,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58750,412.0,North Dakota
43877,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58760,412.0,North Dakota
43881,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58761,412.0,North Dakota
43932,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58782,412.0,North Dakota
43945,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58787,412.0,North Dakota
43960,MOHALL-LANSFORD-SHERWOOD PUBLIC SCHOOL DISTRICT 1,58793,412.0,North Dakota
44944,LIBERTY ELEMENTARY SCHOOL DISTRICT,59444,69.0,California
45161,LIBERTY ELEMENTARY SCHOOL DISTRICT,59522,69.0,California
45741,TROY HIGH SCHOOL DISTRICT,59853,217.0,Michigan
45915,TROY HIGH SCHOOL DISTRICT,59923,217.0,Michigan
45960,TROY HIGH SCHOOL DISTRICT,59935,217.0,Michigan
46005,BARRINGTON COMMUNITY UNIT SCHOOL DISTRICT 220,60010,247.0,Illinois
